symbol|mcap_B|pe|pb|earnings_yield|fcf_yield|ev_ebitda|roe|roic|profit_margin|fcf_margin|debt_equity|piotroski_f|div_yield|payout_ratio|value_score|quality_score|income_score|total_score|roe_fy21|roe_fy22|roe_fy23|roe_fy24|roe_fy25|roe_avg|roe_cv|roic_fy21|roic_fy22|roic_fy23|roic_fy24|roic_fy25|roic_avg|roic_cv|roe_trend|roic_trend|fcf_fy21_M|fcf_fy22_M|fcf_fy23_M|fcf_fy24_M|fcf_fy25_M|fcf_avg_M|fcf_positive_count|fcf_trend|Revenue_fy21|Revenue_fy22|Revenue_fy23|Revenue_fy24|Revenue_fy25|COGS_fy21|COGS_fy22|COGS_fy23|COGS_fy24|COGS_fy25|GP_fy21|GP_fy22|GP_fy23|GP_fy24|GP_fy25|GrossMargin_fy21|GrossMargin_fy22|GrossMargin_fy23|GrossMargin_fy24|GrossMargin_fy25|OpIncome_fy21|OpIncome_fy22|OpIncome_fy23|OpIncome_fy24|OpIncome_fy25|OpMargin_fy21|OpMargin_fy22|OpMargin_fy23|OpMargin_fy24|OpMargin_fy25|EBIT_fy21|EBIT_fy22|EBIT_fy23|EBIT_fy24|EBIT_fy25|EBITDA_fy21|EBITDA_fy22|EBITDA_fy23|EBITDA_fy24|EBITDA_fy25|EBITDAMargin_fy21|EBITDAMargin_fy22|EBITDAMargin_fy23|EBITDAMargin_fy24|EBITDAMargin_fy25|EBT_fy21|EBT_fy22|EBT_fy23|EBT_fy24|EBT_fy25|TaxRate_fy21|TaxRate_fy22|TaxRate_fy23|TaxRate_fy24|TaxRate_fy25|NI_fy21|NI_fy22|NI_fy23|NI_fy24|NI_fy25|NPM_fy21|NPM_fy22|NPM_fy23|NPM_fy24|NPM_fy25|EPS_fy21|EPS_fy22|EPS_fy23|EPS_fy24|EPS_fy25|NIGrowth_fy21|NIGrowth_fy22|NIGrowth_fy23|NIGrowth_fy24|NIGrowth_fy25|IntExp_fy21|IntExp_fy22|IntExp_fy23|IntExp_fy24|IntExp_fy25|DA_fy21|DA_fy22|DA_fy23|DA_fy24|DA_fy25|Assets_fy21|Assets_fy22|Assets_fy23|Assets_fy24|Assets_fy25|Liab_fy21|Liab_fy22|Liab_fy23|Liab_fy24|Liab_fy25|Equity_fy21|Equity_fy22|Equity_fy23|Equity_fy24|Equity_fy25|Cash_fy21|Cash_fy22|Cash_fy23|Cash_fy24|Cash_fy25|Debt_fy21|Debt_fy22|Debt_fy23|Debt_fy24|Debt_fy25|LTDebt_fy21|LTDebt_fy22|LTDebt_fy23|LTDebt_fy24|LTDebt_fy25|NetDebt_fy21|NetDebt_fy22|NetDebt_fy23|NetDebt_fy24|NetDebt_fy25|BVPS_fy21|BVPS_fy22|BVPS_fy23|BVPS_fy24|BVPS_fy25|OCF_fy21|OCF_fy22|OCF_fy23|OCF_fy24|OCF_fy25|FCF_fy21|FCF_fy22|FCF_fy23|FCF_fy24|FCF_fy25|CapEx_fy21|CapEx_fy22|CapEx_fy23|CapEx_fy24|CapEx_fy25|DnA_fy21|DnA_fy22|DnA_fy23|DnA_fy24|DnA_fy25|dWC_fy21|dWC_fy22|dWC_fy23|dWC_fy24|dWC_fy25|NetCF_fy21|NetCF_fy22|NetCF_fy23|NetCF_fy24|NetCF_fy25|FinCF_fy21|FinCF_fy22|FinCF_fy23|FinCF_fy24|FinCF_fy25|InvCF_fy21|InvCF_fy22|InvCF_fy23|InvCF_fy24|InvCF_fy25|FCFMargin_fy21|FCFMargin_fy22|FCFMargin_fy23|FCFMargin_fy24|FCFMargin_fy25|ROE_fy21|ROE_fy22|ROE_fy23|ROE_fy24|ROE_fy25|ROA_fy21|ROA_fy22|ROA_fy23|ROA_fy24|ROA_fy25|ROIC_fy21|ROIC_fy22|ROIC_fy23|ROIC_fy24|ROIC_fy25|DERatio_fy21|DERatio_fy22|DERatio_fy23|DERatio_fy24|DERatio_fy25|NetDERatio_fy21|NetDERatio_fy22|NetDERatio_fy23|NetDERatio_fy24|NetDERatio_fy25
SAV|7.0|12.76|5.05|7.84|9.45|7.93|37.61|104.96|26.31|31.69|0.0|5.0|8.26|105.41|45|80|15|140||58.84|21.28|30.45|39.64|37.55|37.0||16.54|41.88|61.00|77.79|49.30|46.2|flat|UP|-96|237|391|522|658|342|4|UP|459040000.00|1220000000.0|1648000000.0|1759000000.0|2075000000.0|317630000.00|687830000.0|865510000.0|842660000.0|1068000000.0|141410000.00|532240000.0|782310000.0|916210000.0|1007000000.0|30.81|43.62|47.48|52.09|48.53|-66110000.00|299850000.0|421960000.0|589880000.0|694570000.0|-14.40|24.58|25.61|33.54|33.48|-66110000.00|299850000.0|421960000.0|589880000.0|694570000.0|2260000.00|367030000.0|480950000.0|657310000.0|767370000.0|0.49|30.08|29.19|37.37|36.98|-94700000.0|253150000.0|361820000.0|593010000.0|700490000.0||21.17|24.95|21.7|22.08|-74350000.00|199550000.0|271550000.0|464320000.0|545830000.0|-16.20|16.36|16.48|26.4|26.31|-130000.00|0.35|0.46|0.73|0.85|||36.08|70.99|17.55|-31400000.0|-55710000.0|-69370000.0|-7120000.0|-5840000.0|68370000.00|67180000.0|59000000.0|67440000.0|72800000.0|1597000000|2249000000.0|1881000000.0|2178000000.0|2297000000.0|1454000000|1910000000.0|605510000.0|652610000.0|919730000.0|142840000.00|339140000.0|1276000000.0|1525000000.0|1377000000.0|128740000.00|338760000.0|520490000.0|768450000.0|681790000.0|1190000000|1429000000.0|670000.0|600000.0|520000.0|1114000000|740150000.0||||-1027000000|-1090000000.0|519830000.00000006|842630000.0|870760000.0|0.25|0.59|1.99|2.38|2.16|-93690000.00|291320000.0|404030000.0|528600000.0|659810000.0|-96120000.00|236690000.0|391340000.0|521530000.0|657560000.0|-2430000.00|-54630000.0|-12690000.0|-7070000.0|-2250000.0|68470000.00|67280000.0|59100000.0|67540000.0|72890000.0|-62390000.00|-9110000.0|38950000.0|-34250000.0|32110000.0|-79600000.0|210030000.0|181730000.0|247960000.0|-86670000.0|-500000.0|207190000.0|-740750000.0|-184910000.0|-592280000.0|-26210000.00|-289920000.0|534030000.0|-77630000.0|-104140000.0|-20.94|19.4|23.75|29.65|31.69||82.8|33.63|33.15|37.61||9.75|12.77|18.16|19.4|-5.98|18.19|28.98|64.2|91.03|8.33|4.21|0.0|0.0|0.0|7.19|3.22|-0.41|-0.55|-0.63
BBL|314.0|6.83|0.55|14.65|28.28|None|8.19|None|32.32|62.37|None|4.0|5.17|35.26|79|43|17|139||5.94|8.10|8.39|8.19|7.65|13.0||||||||flat|||16830|136671|45719|88789|72002|4|UP||106248000000.0|133821000000.0|140973000000.0|142351000000.0||||||||||||||||||||||||||||||||||||||||||37229000000.0|52046000000.0|56567000000.0|55988000000.0||20.1|19.2|19.35|17.19||29306000000.0|41636000000.0|45211000000.0|46007000000.0|||||||15.35|21.81|23.69|24.1||10.56|42.07|8.59|1.76||||||||||||4421752000000.0|4514484000000.0|4551379000000.0|4606342000000.0||3914610000000.0|3983654000000.0|3994506000000.0|4030659000000.0||505346000000.0|528975000000.0|555039000000.0|573923000000.0||52433000000.0|45518000000.0|47364000000.0|47560000000.0||259283000000.0|275967000000.0|278487000000.0|309876000000.0||169759000000.0|190661000000.0|187210000000.0|243340000000.0||-116870000000.0|-145367000000.0|-128185000000.0|-150305000000.0||264.74|277.12|290.77|300.67||18298000000.0|138686000000.0|48722000000.0|90709000000.0||16830000000.0|136671000000.0|45719000000.0|88789000000.0||-1468000000.0|-2015000000.0|-3003000000.0|-1921000000.0||4924000000.0|4330000000.0|4626000000.0|4682000000.0|||||||-10119000000.0|-6915000000.0|1846000000.0|196760000.0||40225000000.0|-10425000000.0|-25008000000.0|53927000000.0||-68649000000.0|-135137000000.0|-21827000000.0|-144427000000.0||15.84|102.13|32.43|62.37||5.94|8.1|8.39|8.19||0.68|0.94|1.01|1.01|||||||0.51|0.52|0.5|0.54||0.23|0.27|0.23|0.26
CPF|164.0|6.43|0.65|14.7|33.68|7.3|10.51|5.08|4.39|9.62|2.05|5.0|4.98|85.74|84|41|12|137||4.66|-1.83|6.67|10.00|4.88|88.5||2.76|0.94|3.91|5.06|3.17|48.0|UP|UP||6288|13911|49571|55237|31252|4|UP||618115000000.0|589617000000.0|583570000000.0|574103000000.0||532324000000.0|529138000000.0|495704000000.0|474469000000.0||85791000000.0|60479000000.0|87866000000.0|99634000000.0||13.88|10.26|15.06|17.36||30790000000.0|9098000000.0|37432000000.0|49048000000.0||4.98|1.54|6.41|8.54||30790000000.0|9098000000.0|37432000000.0|49048000000.0||57394000000.0|35842000000.0|64732000000.0|74472000000.0||9.29|6.08|11.09|12.97||20427000000.0|-1931000000.0|27972000000.0|37279000000.0||29.39||20.28|23.16||13970000000.0|-5207000000.0|19558000000.0|25197000000.0||2.17|-0.99|3.17|4.2||1.69|-0.75|2.39|3.12||7.22|||28.83||-20358000000.0|-25506000000.0|-24575000000.0|-24089000000.0||26604000000.0|26744000000.0|27301000000.0|25424000000.0||926987000000.0|887218000000.0|876724000000.0|861796000000.0||627144000000.0|602185000000.0|583500000000.0|609937000000.0||256053000000.0|239416000000.0|246041000000.0|232752000000.0||32950000000.0|26136000000.0|24944000000.0|23371000000.0||520553000000.0|515112000000.0|494897000000.0|516785000000.0||301499000000.0|286740000000.0|260642000000.0|264920000000.0||-484338000000.0|-488024000000.0|-464395000000.0|-488820000000.0||30.39|25.78|26.41|25.18||33544000000.0|35360000000.0|65140000000.0|71565000000.0||6288000000.0|13911000000.0|49571000000.0|55237000000.0||-27256000000.0|-21449000000.0|-15569000000.0|-16329000000.0||31910000000.0|32873000000.0|33681000000.0|31884000000.0||-23655000000.0|-3401000000.0|-1513000000.0|-3844000000.0||-5759000000.0|-5123000000.0|-371510000.0|-1070000000.0||-12858000000.0|-19282000000.0|-50289000000.0|-61834000000.0||-25723000000.0|-19616000000.0|-14493000000.0|-9550000000.0||1.02|2.36|8.49|9.62||4.9|-0.86|7.71|10.51||2.17|0.63|2.65|3.53||2.9|1.17|3.9|5.03||1.74|1.81|1.69|2.05||1.62|1.71|1.58|1.94
TCAP|57.9|7.54|0.67|13.38|14.68|None|9.84|None|74.54|81.79|None|4.0|6.33|45.3|75|43|19|137|9.15|8.77|9.72|9.01|9.84|9.30|4.4||||||||flat||313|1807|-975|2102|8504|2350|4|UP|10701000000|10475000000.0|11312000000.0|9010000000.0|10397000000.0|||||||||||||||||||||||||||||||||||||||||7558000000|7200000000.0|7902000000.0|7444000000.0|8759000000.0|11.06|10.72|8.8|5.39|6.51|5287000000|5220000000.0|6603000000.0|6655000000.0|7750000000.0||||||5040000.00|4.98|6.3|6.35|7.39|-20.72|-1.27|26.5|0.79|16.45|||||||||||142735000000|157089000000.0|161646000000.0|160791000000.0|154674000000.0|68594000000|84558000000.0|85832000000.0|80309000000.0|68662000000.0|65114000000|66763000000.0|69914000000.0|74505000000.0|80514000000.0|4480000.00|4560000.0|6570000.0|1980000.0|2440000.0|50697000000|64493000000.0|65109000000.0|63880000000.0|52064000000.0|37583000000|39781000000.0|44049000000.0|36974000000.0|31237000000.0|-38758000000|-57039000000.0|-59077000000.0|-52008000000.0|-37994000000.0|62.10|63.67|66.67|71.05|76.78|531880000.00|1944000000.0|-884140000.0|2164000000.0|8550000000.0|312690000.00|1807000000.0|-974840000.0|2102000000.0|8504000000.0|-219200000.0|-137120000.0|-90700000.0|-61830000.0|-46160000.0|184110000.00|184780000.0|172080000.0|174600000.0|131090000.0||||||2010000.00|80000.0|2009999.9999999998|-4590000.0|460000.0|-5158000000|8320000000.0|256959999.99999997|-5393000000.0|-12332000000.0|4628000000|-10264000000.0|629190000.0|3224000000.0|3782000000.0|2.92|17.25|-8.62|23.33|81.79|9.15|8.77|9.72|9.01|9.84|4.74|4.29|4.52|4.37|5.19||||||0.68|0.89|0.86|0.79|0.61|0.52|0.79|0.78|0.65|0.44
CK|28.9|8.69|1.01|11.52|27.85|14.93|12.16|1.98|7.5|18.14|1.67|7.0|2.91|17.68|71|52|13|136||4.52|5.77|5.46|11.60|6.84|40.8||-0.42|1.08|1.10|2.04|0.95|92.7|UP|UP||-3419|-9225|5105|8050|128|2|UP||18367000000.0|36805000000.0|37806000000.0|44365000000.0||16711000000.0|33917000000.0|34742000000.0|40624000000.0||1657000000.0|2889000000.0|3064000000.0|3742000000.0||9.02|7.85|8.1|8.43||-270240000.0|837760000.0|834700000.0|1407000000.0||-1.47|2.28|2.21|3.17||-270240000.0|837760000.0|834700000.0|1407000000.0||303050000.0|1527000000.0|1639000000.0|2324000000.0||1.65|4.15|4.34|5.24||1142000000.0|1678000000.0|1654000000.0|3464000000.0||1.81|4.96|7.18|3.15||1105000000.0|1501000000.0|1446000000.0|3328000000.0||6.01|4.08|3.82|7.5||0.67|0.89|0.85|1.98||21.96|35.88|-3.67|130.18||-1411000000.0|-1830000000.0|-2020000000.0|-2100000000.0||573290000.0|688780000.0|804570000.0|917070000.0||85151000000.0|96745000000.0|113102000000.0|117075000000.0||60684000000.0|70737000000.0|86623000000.0|88384000000.0||24026000000.0|25482000000.0|25910000000.0|28148000000.0||6960000000.0|7784000000.0|10188000000.0|9770000000.0||46190000000.0|55606000000.0|54458000000.0|47782000000.0||37945000000.0|40724000000.0|38009000000.0|35329000000.0||-39129000000.0|-47822000000.0|-44270000000.0|-38012000000.0||14.49|15.04|15.36|16.75||-3032000000.0|-8334000000.0|5547000000.0|8437000000.0||-3419000000.0|-9225000000.0|5105000000.0|8050000000.0||-386610000.0|-891160000.0|-442410000.0|-386950000.0||637940000.0|1117000000.0|853820000.0|949860000.0||-2197000000.0|-8424000000.0|6268000000.0|8302000000.0||187340000.0|824280000.0|2404000000.0|-418590000.0||2118000000.0|9597000000.0|-1861000000.0|-7445000000.0||1107000000.0|-332310000.0|-1275000000.0|-1379000000.0||-18.61|-25.06|13.5|18.14||4.43|6.32|5.85|12.16||-0.2|0.58|0.5|0.76||-0.42|1.16|1.07|1.98||1.89|2.14|2.06|1.67||1.6|1.84|1.67|1.33
NETBAY|3.6|13.56|7.14|7.38|8.23|8.97|50.2|203.71|36.47|40.71|0.04|5.0|8.89|118.94|41|80|15|136|34.35|33.88|34.74|38.99|52.66|38.92|18.3|39.09|37.62|38.24|46.28|79.68|48.18|33.3|UP|UP|204|136|196|152|296|197|5|UP|400460000.00|457190000.0|487380000.0|581460000.0|728150000.0|78100000.0|97010000.0|102060000.0|118290000.0|196370000.0|322360000.00|360180000.0|385320000.0|463180000.0|531780000.0|80.50|78.78|79.06|79.66|73.03|186570000.00|211950000.0|220920000.0|271750000.0|333620000.0|46.59|46.36|45.33|46.73|45.82|186570000.00|211950000.0|220920000.0|271750000.0|333620000.0|196050000.00|222310000.0|232790000.0|285130000.0|350150000.0|48.96|48.63|47.76|49.04|48.09|189940000.00|214500000.0|224980000.0|271750000.0|332240000.0|12.83|20.87|19.86|20.54|20.07|165570000.00|169740000.0|180300000.0|215920000.0|265560000.0|41.34|37.13|36.99|37.13|36.47|830000.00|0.85|0.9|1.08|1.33|5.83|2.52|6.22|19.76|22.99|-130000.00|-350000.0|-540000.0|-1510000.0|-1750000.0|9480000.00|10360000.0|11870000.0|13380000.0|16520000.0|639580000.00|684030000.0|725400000.0|770410000.0|721250000.0|157610000.00|183070000.0|206460000.0|216590000.0|217000000.0|481970000.00|500960000.0|518940000.0|553820000.0|504250000.0|66460000.00|61810000.0|82150000.0|107590000.0|191500000.0|580000.00|6620000.0|26240000.0|20340000.0|21900000.0||||||411880000.00|350610000.0|347170000.0|435590000.0|385130000.0|2.41|2.5|2.59|2.77|2.52|204530000.00|149980000.0|196930000.0|221300000.0|297610000.0|204310000.00|136280000.0|196420000.0|152300000.0|296460000.0|-220000.00|-13710000.0|-510000.0|-69000000.0|-1150000.0|14740000.00|13830000.0|15820000.0|21300000.0|24960000.0|8260000.00|-38380000.0|9540000.0|-21670000.0|2160000.0|14060000.00|-4650000.0|20340000.0|25440000.0|83920000.0|-159890000.00|-162110000.0|-167220000.0|-189330000.0|-325400000.0|-30580000.00|7480000.0|-9370000.0|-6540000.0|111710000.0|51.02|29.81|40.3|26.19|40.71|34.97|34.54|35.36|40.26|50.2|18.67|20.02|19.59|22.71|27.96|162.36|152.17|109.92|148.91|224.7|0.00|0.01|0.05|0.04|0.04|-0.85|-0.7|-0.67|-0.79|-0.76
GC|1.9|9.73|2.88|10.28|16.99|9.8|30.09|14.09|3.76|6.22|1.25|6.0|9.49|87.82|63|57|15|135||28.40|30.72|29.86|29.61|29.65|2.8||11.36|14.07|13.49|14.43|13.34|8.9|flat|flat||34|265|57|323|170|4|UP||5532000000.0|5111000000.0|5922000000.0|5193000000.0||5169000000.0|4699000000.0|5489000000.0|4760000000.0||363370000.0|412790000.0|433120000.0|432340000.0||6.57|8.08|7.31|8.33||216060000.0|254150000.0|265240000.0|262100000.00000003||3.91|4.97|4.48|5.05||216060000.0|254150000.0|265240000.0|262100000.00000003||227430000.0|264380000.0|275700000.0|273750000.0||4.11|5.17|4.66|5.27||203990000.0|232900000.0|237680000.0|244150000.0||19.91|20.01|19.77|19.97||163370000.0|186290000.0|190700000.0|195400000.0||2.95|3.65|3.22|3.76||0.37|0.42|0.43|0.44||-13.62|14.03|2.37|2.47||-12070000.0|-21250000.0|-27570000.0|-17950000.0||11370000.0|10230000.0|10460000.0|11650000.0||1836000000.0|1842000000.0|2015000000.0|1795000000.0||1261000000.0|1235000000.0|1376000000.0|1135000000.0||575000000.0|607000000.0|639000000.0|660000000.0||36410000.0|77960000.0|90500000.0|29340000.0||983840000.0|916640000.0|1029000000.0|823460000.0|||||||-947430000.0|-838680000.0|-938500000.0|-794110000.0||1.31|1.38|1.45|1.5||36030000.0|266000000.0|77440000.0|327890000.0||33970000.0|264870000.0|57360000.0|323040000.0||-2069999.9999999998|-1130000.0|-20070000.0|-4850000.0||12650000.0|11930000.0|12200000.0|12990000.0||-142130000.0|62990000.0|-126120000.0|112080000.0||2190000.0|41550000.0|12540000.0|-61150000.0||-32220000.0|-223440000.0|-46080000.0|-377150000.0||-1630000.0|-1020000.0|-18820000.0|-11890000.0||0.61|5.18|0.97|6.22||29.04|31.53|30.63|30.09||7.41|8.64|8.6|8.6||11.88|13.7|14.08|13.84||1.71|1.51|1.61|1.25||1.65|1.38|1.47|1.2
PLANB|19.1|16.63|1.51|5.8|18.31|4.82|11.83|10.0|11.53|36.37|0.28|6.0|5.09|67.71|52|67|14|133|0.87|8.36|10.18|10.54|8.78|7.75|45.6|-1.88|6.63|9.08|9.40|10.41|6.73|66.6|UP|UP|770|2256|2365|2434|3487|2262|5|UP|4499000000|6683000000.0|8446000000.0|9220000000.0|9587000000.0|3800000000|4785000000.0|5861000000.0|6393000000.0|6458000000.0|699090000.00|1898000000.0|2585000000.0|2827000000.0|3129000000.0|15.54|28.4|30.61|30.66|32.63|135810000.00|1071000000.0|1448000000.0|1614000000.0|1891000000.0|3.02|16.02|17.15|17.5|19.73|135810000.00|1071000000.0|1448000000.0|1614000000.0|1891000000.0|828230000.00|2024000000.0|2457000000.0|2638000000.0|2983000000.0|18.41|30.29|29.1|28.62|31.12|7780000.00|904920000.0|1194000000.0|1412000000.0|1697000000.0|233.79|23.14|20.66|21.75|21.38|64040000.00|685870000.0|911250000.0|1050000000.0|1105000000.0|1.42|10.26|10.79|11.39|11.53|20000.00|0.16|0.21|0.24|0.25|-54.33|971.03|32.86|15.27|5.23|-188550000.00|-175920000.0|-234330000.0|-227100000.0|-229560000.0|692420000.00|953550000.0|1009000000.0|1025000000.0|1092000000.0|13764000000|15462000000.0|16245000000.0|16678000000.0|19471000000.0|6404000000|7255000000.0|7295000000.0|6716000000.0|6879000000.0|7053000000|7905000000.0|8672000000.0|9723000000.0|11706000000.0|1986000000|544000000.0|1096000000.0|753650000.0|1792000000.0|4312000000|4749000000.0|4801000000.0|4232000000.0|3486000000.0|590000.00|||||-2253000000|-4205000000.0|-3706000000.0|-3479000000.0|-1694000000.0|1.68|1.85|2.02|2.27|2.54|1563000000|2856000000.0|3020000000.0|3316000000.0|4525000000.0|769890000.00|2256000000.0|2365000000.0|2434000000.0|3487000000.0|-793290000.00|-599310000.0|-655230000.0|-881310000.0|-1038000000.0|2341000000|2429000000.0|2390000000.0|2534000000.0|2579000000.0|-320200000.0|-299160000.0|-423640000.0|-367120000.0|610190000.0|1348000000|-1442000000.0|551770000.0|-342110000.0|1039000000.0|1374000000|-377760000.0|-1780000000.0|-2816000000.0|-1304000000.0|-1586000000|-3897000000.0|-681400000.0|-836350000.0|-2178000000.0|17.11|33.76|28.0|26.4|36.37|-0.16|8.94|11.04|11.68|11.83|0.65|4.58|5.71|6.13|6.54|-1.87|7.47|9.17|9.68|10.72|0.59|0.58|0.54|0.43|0.28|0.31|0.51|0.41|0.35|0.14
KWC|1.7|17.27|1.98|5.79|8.66|8.55|11.62|17.52|25.36|37.94|0.01|6.0|4.09|76.62|41|78|14|133||11.91|12.22|11.33|11.46|11.73|3.0||12.30|13.06|11.92|11.74|12.26|4.1|flat|flat||110|99|117|146|118|4|UP||315700000.0|343710000.0|362800000.0|384950000.0||132400000.0|152030000.0|173340000.0|188790000.0||183300000.0|191680000.0|189460000.0|196160000.0||58.06|55.77|52.22|50.96||113220000.0|122000000.0|117470000.0|122690000.0||35.86|35.5|32.38|31.87||113220000.0|122000000.0|117470000.0|122690000.0||147400000.0|156970000.0|151730000.0|156900000.0||46.69|45.67|41.82|40.76||113100000.0|122020000.0|117520000.0|122240000.0||19.71|20.04|20.07|20.14||90810000.0|97570000.0|93940000.0|97620000.0||28.77|28.39|25.89|25.36||15.14|16.26|15.66|16.27||-2.35|7.44|-3.72|3.92||-410000.0|-240000.0|-240000.0|-680000.0||34180000.0|34960000.0|34260000.0|34200000.0||890400000.0|902700000.0|950080000.0|992190000.0||127890000.0|104270000.0|120970000.0|140430000.0||762500000.0|798430000.0|829100000.0|851750000.0||30690000.0|56800000.0|46270000.0|29880000.0||7400000.0|5270000.0|4890000.0|12530000.0|||||||150930000.0|188810000.0|242470000.0|299860000.0||127.08|133.07|138.18|141.96||122760000.0|105410000.0|126270000.0|159690000.0||110140000.0|99310000.0|117200000.0|146040000.0||-12620000.0|-6110000.0|-9070000.0|-13650000.0||37330000.0|38170000.0|38510000.0|39370000.0||-10120000.0|-36120000.0|-5130000.0|19810000.0||-14680000.0|26110000.0|-10530000.0|-16390000.0||-83450000.0|-63500000.0|-66440000.0|-79820000.0||-53990000.0|-15800000.0|-70350000.0|-96250000.0||34.89|28.89|32.3|37.94||12.19|12.5|11.54|11.62||8.09|8.51|7.92|7.9||14.67|15.98|15.7|17.21||0.01|0.01|0.01|0.02||-0.2|-0.24|-0.29|-0.35
FTE|1.4|10.95|1.56|9.13|14.92|7.51|14.16|15.36|8.85|14.46|0.1|4.0|8.42|107.31|55|63|15|133||9.98|13.90|13.31|14.24|12.86|13.2||9.29|14.47|13.28|15.18|13.05|17.4|UP|UP||16|257|62|201|134|4|UP||1089000000.0|1145000000.0|1341000000.0|1390000000.0||800600000.0|841690000.0|997960000.0|1047000000.0||288500000.0|303230000.0|342570000.0|342740000.0||26.49|26.48|25.55|24.66||107570000.0|152360000.0|151080000.0|159880000.0||9.88|13.31|11.27|11.5||107570000.0|152360000.0|151080000.0|159880000.0||115030000.0|159890000.0|158630000.0|167390000.0||10.56|13.96|11.83|12.04||101680000.0|147770000.0|146070000.0|154990000.0||20.67|20.35|20.43|20.65||80670000.0|117700000.0|116220000.0|122990000.0||7.41|10.28|8.67|8.85||0.12|0.18|0.18|0.19||83.24|45.9|-1.25|5.82||-5890000.0|-4600000.0|-5020000.0|-4890000.0||7460000.0|7530000.0|7550000.0|7510000.0||1184000000.0|1183000000.0|1219000000.0|1280000000.0||375170000.0|335970000.0|345980000.0|416380000.0||808430000.0|846600000.0|873030000.0|863670000.0||33180000.0|102620000.0|59120000.0|115090000.0||143510000.0|94970000.0|91230000.0|87290000.0|||||||-110330000.0|12300000.0|-27070000.0|46820000.0||1.22|1.28|1.32|1.31||18310000.0|261760000.0|69060000.0|204790000.0||15850000.0|257070000.0|62430000.0|200920000.0||-2460000.0|-4680000.0|-6630000.0|-3870000.0||10470000.0|12460000.0|13120000.0|13080000.0||-118230000.0|129610000.00000001|-100610000.0|54330000.0||15770000.0|69440000.0|-43500000.0|55970000.0||3150000.0|-185670000.0|-103720000.0|-144040000.0||-5680000.0|-6650000.0|-8840000.0|-4780000.0||1.46|22.45|4.66|14.46||10.35|14.22|13.52|14.16||5.92|8.05|7.86|8.0||9.69|13.85|13.86|14.78||0.18|0.11|0.1|0.1||0.14|-0.01|0.03|-0.05
ACG|0.4|11.17|0.57|8.95|37.16|4.23|5.21|5.42|2.77|11.49|0.39|6.0|5.56|42.43|73|44|16|133|4.19|2.33|2.49|3.35|5.11|3.49|30.0|4.08|2.38|2.60|3.74|5.67|3.69|32.0|UP|UP|86|23|36|142|156|89|5|UP|1728000000|1794000000.0|1821000000.0|1512000000.0|1358000000.0|1495000000|1535000000.0|1544000000.0|1237000000.0|1079000000.0|232530000.00|259380000.0|276180000.0|274940000.0|278930000.0|13.46|14.46|15.17|18.18|20.54|56370000.00|48720000.0|56060000.0|60480000.0|68960000.0|3.26|2.72|3.08|4.0|5.08|56370000.00|48720000.0|56060000.0|60480000.0|68960000.0|90940000.00|89040000.0|99320000.0|104380000.0|111700000.0|5.26|4.96|5.46|6.9|8.22|39120000.00|31000000.0|35420000.0|40730000.0|54000000.0|27.85|49.86|51.0|40.84|30.03|27960000.00|15810000.0|17300000.0|23920000.0|37610000.0|1.62|0.88|0.95|1.58|2.77|50000.00|0.03|0.03|0.04|0.06|-19.72|-43.47|9.47|38.24|57.24|-17250000.00|-17730000.0|-20640000.0|-19750000.0|-14960000.0|34570000.00|40320000.0|43260000.0|43900000.0|42740000.0|1298000000|1286000000.0|1369000000.0|1252000000.0|1164000000.0|631120000.00|606770000.0|674030000.0|537390000.0|427930000.0|665180000.00|677180000.0|693490000.0|712710000.0|734460000.0|169630000.00|146120000.0|173140000.0|165870000.0|173740000.0|499110000.00|494360000.0|533510000.0|408240000.0|288130000.0|43550000.00|27350000.0|11150000.0|||-329480000.00|-348240000.0|-360370000.0|-242360000.0|-114390000.0|1.11|1.13|1.16|1.19|1.22|157110000.00|80530000.0|80940000.0|159790000.0|159140000.0|85840000.00|22670000.0|36380000.0|141580000.0|156070000.0|-71270000.00|-57850000.0|-44560000.0|-18200000.0|-3060000.0|40640000.00|51330000.0|56700000.0|58860000.0|57750000.0|74930000.00|-5760000.0|-17890000.0|62470000.0|49390000.0|7090000.00|-23510000.0|27020000.0|-7270000.0|7870000.0|-91730000.00|-67780000.0|-11510000.0|-152510000.0|-150830000.0|-58290000.00|-36250000.0|-42410000.0|-14550000.0|-430000.0|4.97|1.26|2.0|9.36|11.49|4.24|2.31|2.53|3.42|5.21|2.69|2.36|2.64|2.88|3.57|4.04|2.41|2.64|3.56|5.34|0.75|0.73|0.77|0.57|0.39|0.49|0.51|0.52|0.34|0.16
