symbol|mcap_B|pe|pb|earnings_yield|fcf_yield|ev_ebitda|roe|roic|profit_margin|fcf_margin|debt_equity|piotroski_f|div_yield|payout_ratio|value_score|quality_score|income_score|total_score|roe_fy21|roe_fy22|roe_fy23|roe_fy24|roe_fy25|roe_avg|roe_cv|roic_fy21|roic_fy22|roic_fy23|roic_fy24|roic_fy25|roic_avg|roic_cv|roe_trend|roic_trend|fcf_fy21_M|fcf_fy22_M|fcf_fy23_M|fcf_fy24_M|fcf_fy25_M|fcf_avg_M|fcf_positive_count|fcf_trend|Revenue_fy21|Revenue_fy22|Revenue_fy23|Revenue_fy24|Revenue_fy25|COGS_fy21|COGS_fy22|COGS_fy23|COGS_fy24|COGS_fy25|GP_fy21|GP_fy22|GP_fy23|GP_fy24|GP_fy25|GrossMargin_fy21|GrossMargin_fy22|GrossMargin_fy23|GrossMargin_fy24|GrossMargin_fy25|OpIncome_fy21|OpIncome_fy22|OpIncome_fy23|OpIncome_fy24|OpIncome_fy25|OpMargin_fy21|OpMargin_fy22|OpMargin_fy23|OpMargin_fy24|OpMargin_fy25|EBIT_fy21|EBIT_fy22|EBIT_fy23|EBIT_fy24|EBIT_fy25|EBITDA_fy21|EBITDA_fy22|EBITDA_fy23|EBITDA_fy24|EBITDA_fy25|EBITDAMargin_fy21|EBITDAMargin_fy22|EBITDAMargin_fy23|EBITDAMargin_fy24|EBITDAMargin_fy25|EBT_fy21|EBT_fy22|EBT_fy23|EBT_fy24|EBT_fy25|TaxRate_fy21|TaxRate_fy22|TaxRate_fy23|TaxRate_fy24|TaxRate_fy25|NI_fy21|NI_fy22|NI_fy23|NI_fy24|NI_fy25|NPM_fy21|NPM_fy22|NPM_fy23|NPM_fy24|NPM_fy25|EPS_fy21|EPS_fy22|EPS_fy23|EPS_fy24|EPS_fy25|NIGrowth_fy21|NIGrowth_fy22|NIGrowth_fy23|NIGrowth_fy24|NIGrowth_fy25|IntExp_fy21|IntExp_fy22|IntExp_fy23|IntExp_fy24|IntExp_fy25|DA_fy21|DA_fy22|DA_fy23|DA_fy24|DA_fy25|Assets_fy21|Assets_fy22|Assets_fy23|Assets_fy24|Assets_fy25|Liab_fy21|Liab_fy22|Liab_fy23|Liab_fy24|Liab_fy25|Equity_fy21|Equity_fy22|Equity_fy23|Equity_fy24|Equity_fy25|Cash_fy21|Cash_fy22|Cash_fy23|Cash_fy24|Cash_fy25|Debt_fy21|Debt_fy22|Debt_fy23|Debt_fy24|Debt_fy25|LTDebt_fy21|LTDebt_fy22|LTDebt_fy23|LTDebt_fy24|LTDebt_fy25|NetDebt_fy21|NetDebt_fy22|NetDebt_fy23|NetDebt_fy24|NetDebt_fy25|BVPS_fy21|BVPS_fy22|BVPS_fy23|BVPS_fy24|BVPS_fy25|OCF_fy21|OCF_fy22|OCF_fy23|OCF_fy24|OCF_fy25|FCF_fy21|FCF_fy22|FCF_fy23|FCF_fy24|FCF_fy25|CapEx_fy21|CapEx_fy22|CapEx_fy23|CapEx_fy24|CapEx_fy25|DnA_fy21|DnA_fy22|DnA_fy23|DnA_fy24|DnA_fy25|dWC_fy21|dWC_fy22|dWC_fy23|dWC_fy24|dWC_fy25|NetCF_fy21|NetCF_fy22|NetCF_fy23|NetCF_fy24|NetCF_fy25|FinCF_fy21|FinCF_fy22|FinCF_fy23|FinCF_fy24|FinCF_fy25|InvCF_fy21|InvCF_fy22|InvCF_fy23|InvCF_fy24|InvCF_fy25|FCFMargin_fy21|FCFMargin_fy22|FCFMargin_fy23|FCFMargin_fy24|FCFMargin_fy25|ROE_fy21|ROE_fy22|ROE_fy23|ROE_fy24|ROE_fy25|ROA_fy21|ROA_fy22|ROA_fy23|ROA_fy24|ROA_fy25|ROIC_fy21|ROIC_fy22|ROIC_fy23|ROIC_fy24|ROIC_fy25|DERatio_fy21|DERatio_fy22|DERatio_fy23|DERatio_fy24|DERatio_fy25|NetDERatio_fy21|NetDERatio_fy22|NetDERatio_fy23|NetDERatio_fy24|NetDERatio_fy25
SAK|6.8|7.71|0.99|12.98|17.7|None|13.25|5.68|32.21|43.95|1.23|5.0|6.17|42.81|76|62|19|157||13.81|13.37|13.77|13.25|13.55|1.8||||||||flat|||-1136|-636|-1168|1202|-435|1|UP||2032000000.0|2273000000.0|2538000000.0|2735000000.0|||||||||||||||||888000000.0|936380000.0|1049000000.0|1103000000.0||43.7|41.19|41.36|40.33|||||||||||||||||888000000.0|936440000.0|1049000000.0|1103000000.0||20.02|19.98|20.07|20.74||712130000.0|749970000.0|840810000.0|881140000.0||35.05|32.99|33.13|32.21||0.34|0.36|0.4|0.42||17.23|5.31|12.11|4.8||||||||||||11624000000.0|13184000000.0|15316000000.0|15643000000.0||6247000000.0|7352000000.0|8969000000.0|8796000000.0||5363000000.0|5820000000.0|6337000000.0|6844000000.0||268399999.99999997|270090000.0|196580000.0|602560000.0||5963000000.0|7051000000.0|8594000000.0|8412000000.0||1295000000.0|2164000000.0|2852000000.0|2101000000.0||-5694000000.0|-6781000000.0|-8397000000.0|-7809000000.0||2.56|2.78|3.02|3.27||-1059000000.0|-585150000.0|-1137000000.0|1245000000.0||-1136000000.0|-636210000.0|-1168000000.0|1202000000.0||-77240000.0|-51060000.0|-30350000.0|-42860000.0||135880000.0|152270000.0|165730000.0|172140000.0|||||||-38960000.0|1690000.0|-73500000.0|405970000.0||1145000000.0|715270000.0|1102000000.0|-789130000.0||-125230000.0|-128430000.0|-38590000.0|-49800000.0||-55.91|-27.99|-46.02|43.95||13.81|13.37|13.77|13.25||6.71|6.04|5.88|5.65||6.89|6.19|6.03|5.79||1.11|1.21|1.35|1.23||1.06|1.16|1.32|1.14
TPS|1.4|9.98|1.9|10.06|18.66|6.58|19.23|24.07|8.82|16.37|0.11|5.0|6.06|84.67|72|70|15|157||16.70|20.54|19.07|19.14|18.86|7.3||13.71|20.31|20.68|20.95|18.91|15.9|flat|UP||-162|85|94|258|68|3|UP||980670000.0|1354000000.0|1596000000.0|1573000000.0||719120000.0|993100000.0|1178000000.0|1134000000.0||261560000.0|361020000.0|418560000.0|438880000.0||26.67|26.66|26.22|27.89||87800000.0|144110000.0|166710000.0|164760000.0||8.95|10.64|10.44|10.47||87800000.0|144110000.0|166710000.0|164760000.0||97470000.0|153780000.0|176780000.0|174290000.0||9.94|11.36|11.07|11.08||92620000.0|151080000.0|175540000.0|173820000.0||20.3|20.35|20.06|20.58||75830000.0|116370000.0|135470000.0|138790000.0||7.73|8.59|8.49|8.82||0.22|0.31|0.34|0.33||95.73|53.46|16.42|2.45||-1370000.0|-1720000.0|-1140000.0|-900000.0||9670000.0|9670000.0|10070000.0|9530000.0||890080000.0|1099000000.0|1275000000.0|1441000000.0||435900000.0|532140000.0|565120000.0|716100000.0||454230000.0|559220000.0|694170000.0|710280000.0||47590000.0|56900000.0|129530000.0|183810000.0||103900000.0|55730000.0|63610000.0|83190000.0|||||||-51690000.0|83970000.0|72760000.0|207970000.0||1.35|1.58|1.66|1.7||-152980000.0|87880000.0|98050000.0|261000000.0||-162000000.0|84630000.0|93740000.0|257529999.99999997||-9020000.0|-3250000.0|-4300000.0|-3470000.0||14360000.0|16010000.000000002|16930000.0|15640000.0||-247960000.0|-61370000.0|-97760000.0|86780000.0||-102210000.0|8620000.0|72640000.0|54280000.0||52530000.0|-74100000.0|-19830000.0|-101950000.0||-1750000.0|-5170000.0|-5580000.0|-104770000.0||-16.52|6.25|5.87|16.37||17.14|23.58|21.98|19.23||6.59|9.06|8.78|7.58||18.06|23.23|23.8|22.66||0.23|0.1|0.09|0.12||0.11|-0.15|-0.1|-0.29
TFM|6.5|8.93|2.43|11.19|8.46|6.44|26.15|36.38|12.15|9.18|0.09|7.0|9.16|93.43|64|77|15|156|8.80|4.48|3.56|19.60|27.16|12.72|72.3|6.73|0.95|0.88|25.56|30.66|12.96|97.7|UP|UP|-78|-146|327|602|554|252|3|UP|4773000000|4888000000.0|5081000000.0|5365000000.0|6035000000.0|4278000000|4482000000.0|4642000000.0|4361000000.0|4695000000.0|494870000.00|406340000.0|439260000.0|1004000000.0|1340000000.0|10.37|8.31|8.64|18.72|22.2|152870000.00|27720000.0|24200000.0|482550000.0|768720000.0|3.20|0.57|0.48|8.99|12.74|152870000.00|27720000.0|24200000.0|482550000.0|768720000.0|295210000.00|205490000.0|196580000.0|635830000.0|915210000.0|6.19|4.2|3.87|11.85|15.17|209840000.00|79300000.0|63800000.0|537300000.0|786970000.0|0.08|||0.71|9.8|211500000.0|109540000.0|87370000.0|535390000.0|733190000.0|4.43|2.24|1.72|9.98|12.15|250000.00|0.11|0.09|0.54|0.73|-48.63|-48.21|-20.24|512.8|36.95|-8770000.00|-26270000.0|-9860000.0|-14370000.0|-17170000.0|142340000.00|177770000.0|172390000.0|153280000.0|146490000.0|3344000000|3202000000.0|3321000000.0|3856000000.0|3830000000.0|940130000.00|757910000.0|868960000.0|1125000000.0|1130000000.0|2217000000|2193000000.0|2228000000.0|2519000000.0|2537000000.0|346380000.00|165390000.0|387280000.0|1077000000.0|673700000.0|213330000.00|56960000.0|143890000.0|220320000.0|234990000.0|193880000.00||63050000.0|41370000.0|20620000.0|333050000.00|158420000.0|443390000.0|856740000.0|788710000.0|2.22|2.19|2.23|2.52|2.54|302740000.00|33009999.999999996|400930000.0|680230000.0|884960000.0|-78230000.00|-146240000.0|326710000.0|602340000.0|554000000.0|-380970000.00|-179260000.0|-74210000.0|-77890000.0|-330960000.0|147510000.00|184170000.0|172390000.0|156120000.0|150490000.0|-84980000.00|-303840000.0|115080000.0|-15860000.0|-77320000.0|227110000.00|-180990000.0|221900000.0|687750000.0|-420850000.0|502130000.00|-155060000.0|37870000.0|-159070000.0|-683420000.0|-578780000.00|-20450000.0|-217450000.0|139770000.0|-619170000.0|-1.64|-2.99|6.43|11.23|9.18|10.79|3.64|2.72|20.59|26.15|3.27|0.53|0.46|8.4|12.5|8.04|1.27|1.13|24.68|36.64|0.09|0.02|0.06|0.08|0.09|-0.14|-0.06|-0.18|-0.31|-0.29
POLY|3.1|11.67|2.35|8.57|7.69|7.31|20.43|24.81|22.35|20.05|0.02|8.0|8.2|87.29|51|90|15|156|20.59|13.44|13.44|16.53|20.17|16.83|18.5|14.05|14.66|10.74|19.44|21.67|16.11|24.4|UP|UP|73|93|181|268|240|171|5|UP|786080000.00|1082000000.0|961330000.0|1024000000.0|1199000000.0|563820000.00|813010000.0|729280000.0|718000000.0|815710000.0|222260000.00|269240000.0|232050000.0|305930000.0|383730000.0|28.27|24.88|24.14|29.88|31.99|155040000.00|191010000.0|150380000.0|224640000.0|294320000.0|19.72|17.65|15.64|21.94|24.54|155040000.00|191010000.0|150380000.0|224640000.0|294320000.0|230660000.00|273900000.0|240920000.0|326630000.0|386240000.0|29.34|25.31|25.06|31.9|32.2|141200000.0|192750000.0|205060000.0|226170000.0|295540000.0|14.35|16.12|14.64|5.34|9.3|120930000.00|161680000.0|175050000.0|214090000.0|268060000.0|15.38|14.94|18.21|20.91|22.35|370000.00|0.47|0.39|0.48|0.6|454.88|33.7|8.27|22.3|25.21|-14110000.00|-23970000.0|-9170000.0|-3610000.0|-2250000.0|75610000.00|82890000.0|90540000.0|101980000.0|91920000.0|1135000000|1693000000.0|1566000000.0|1510000000.0|1521000000.0|547680000.00|489580000.0|264019999.99999997|214440000.0|191650000.0|587320000.00|1203420000.0|1301980000.00000003|1295560000.0|1329350000.0|11090000.00|409970000.0|191950000.0|254380000.0|125100000.0|369150000.00|299780000.0|85040000.0|53030000.0|27720000.0|180770000.00|124550000.0|3350000.0|1410000.0|110000.0|-358050000.00|110190000.0|206910000.0|251340000.0|248830000.0|1.78|2.67|2.89|2.88|2.95|190070000.00|150810000.0|308130000.0|362460000.0|343320000.0|73340000.00|92970000.0|180840000.0|267850000.00000003|240460000.0|-116720000.00|-57840000.0|-127290000.0|-94620000.0|-102860000.0|82280000.00|94330000.0|103730000.0|101980000.0|99730000.0|-49500000.0|-129940000.0|47250000.0|63270000.0|-36380000.0|-5880000.00|398880000.0|-218020000.0|62430000.0|-129280000.0|-80580000.00|305580000.0|-298800000.0|-256010000.0|-261640000.0|-115370000.00|-57510000.0|-227360000.0|-44030000.0|-203960000.0|9.33|8.59|18.81|26.16|20.05|22.96|18.06|13.98|16.49|20.43|9.32|8.44|5.77|9.13|12.14|15.13|15.72|11.73|19.88|25.13|0.63|0.25|0.07|0.04|0.02|0.61|-0.09|-0.16|-0.19|-0.19
GABLE|2.8|8.97|1.19|11.15|30.74|2.68|14.0|30.83|4.93|13.59|0.04|5.0|8.12|61.52|78|61|17|156||23.39|11.52|10.64|13.25|14.70|34.7||20.80|26.27|19.80|43.43|27.58|34.4|flat|UP||-292|641|361|848|389|3|UP||4731000000.0|5338000000.0|6173000000.0|6237000000.0||3728000000.0|4239000000.0|5029000000.0|4950000000.0||1003000000.0|1099000000.0|1144000000.0|1287000000.0||21.2|20.6|18.54|20.63||341390000.0|326990000.0|339880000.0|397150000.0||7.22|6.13|5.51|6.37||341390000.0|326990000.0|339880000.0|397150000.0||370370000.0|355060000.0|370200000.0|423100000.0||7.83|6.65|6.0|6.78||333740000.0|317210000.0|338710000.0|396360000.0||19.65|20.26|27.51|19.76||266649999.99999997|251800000.0|236530000.0|307540000.0||5.64|4.72|3.83|4.93||0.62|0.39|0.34|0.44||8.68|-5.57|-6.07|30.02||-7850000.0|-14660000.0|-11790000.0|-5290000.0||28980000.0|28060000.0|30310000.0|25960000.0||4037000000.0|5569000000.0|6182000000.0|6717000000.0||2897000000.0|3383000000.0|3960000000.0|4396000000.0||1133000000.0|2179000000.0|2198000000.0|2287000000.0||620020000.0|1338000000.0|1066000000.0|1687000000.0||798870000.0|144500000.0|88090000.0|99710000.0|||||||-178850000.0|1193000000.0|988100000.0|1598000000.0||2.16|3.11|3.14|3.27||-235290000.0|669890000.0|374550000.0|867530000.0||-291640000.0|640710000.0|360950000.0|847710000.0||-56350000.0|-29190000.0|-13600000.0|-19830000.0||51750000.0|50950000.0|53910000.0|47690000.0||-569620000.0|379980000.0|101930000.0|422290000.0||-511140000.0|717490000.0|-271540000.0|621310000.0||-200090000.0|131180000.0|-265149999.99999997|-210140000.0||-75760000.0|-83590000.0|-380910000.0|-35630000.0||-6.16|12.0|5.85|13.59||18.86|15.21|11.14|14.0||5.3|4.25|3.62|3.85||27.52|22.55|22.13|32.58||0.7|0.07|0.04|0.04||0.16|-0.55|-0.44|-0.69
KISS|1.8|10.83|1.75|9.37|11.41|6.08|16.34|24.88|13.71|16.7|0.0|7.0|6.62|71.74|58|81|17|156|12.75|12.14|12.02|15.68|16.43|13.80|13.5|34.83|23.92|20.46|21.14|25.62|25.19|20.5|UP|flat|176|84|13|137|202|122|5|UP|772270000.00|932330000.0|964770000.0|1169000000.0|1207000000.0|358570000.00|447780000.0|462840000.0|568330000.0|569050000.0|413700000.0|484550000.0|501930000.0|601130000.0|637940000.0|53.57|51.97|52.03|51.4|52.85|142470000.00|167490000.0|191830000.0|193650000.0|216600000.0|18.45|17.96|19.88|16.56|17.95|142470000.00|167490000.0|191830000.0|193650000.0|216600000.0|152040000.00|177140000.0|201140000.0|203110000.0|224780000.0|19.69|19.0|20.85|17.37|18.62|146490000.00|181080000.0|193810000.0|200890000.0|221620000.0|19.05|18.32|21.09|19.92|25.34|118570000.00|123710000.0|131400000.0|159740000.0|165460000.0|15.35|13.27|13.62|13.66|13.71|200000.00|0.21|0.22|0.27|0.28|-29.42|4.33|6.22|21.57|3.58|-5090000.00|-1970000.0|-3510000.0|-2930000.0|-230000.0|9570000.00|9650000.0|9310000.0|9460000.0|8180000.0|1049000000|1297000000.0|1403000000.0|1316000000.0|1282000000.0|118810000.00|278550000.0|309960000.0|297360000.0|275430000.0|929920000.00|964060000.0|1017000000.0|1019000000.0|1007000000.0|626240000.00|511110000.0|477530000.0|293050000.0|379540000.0|27460000.00|64120000.00000001|124380000.0|7610000.0|3690000.0||30500000.0||||598780000.00|547600000.0|454650000.0|389560000.0|375850000.0|1.55|1.61|1.69|1.7|1.72|177950000.00|85540000.0|20350000.0|141480000.0|204810000.0|175700000.0|83710000.0|12830000.0|136980000.0|201550000.0|-2250000.00|-1830000.0|-7520000.0|-4500000.0|-3260000.0|13450000.00|12730000.0|13160000.0|13450000.0|12000000.0|65770000.00|-107570000.0|-156140000.0|-100630000.0|35760000.0|360930000.00|-115120000.0|-33580000.0|-184490000.0|86490000.0|164440000.00|-89570000.0|-36930000.0|-318770000.0|-214960000.0|18340000.00|-111030000.0|-16920000.0|-7020000.0|97370000.0|22.75|8.98|1.33|11.71|16.7|17.47|15.18|14.49|15.24|16.34|9.45|8.92|8.88|8.9|10.42|31.56|34.12|27.3|24.47|25.66|0.03|0.06|0.11|0.01|0.0|-0.64|-0.54|-0.42|-0.38|-0.37
TOPP|0.8|7.21|0.46|13.86|22.01|1.19|6.51|7.71|6.59|10.46|0.07|6.0|3.64|26.24|92|50|13|155||5.54|6.91|6.55|6.40|6.35|7.9||6.02|6.29|6.38|6.25|6.23|2.1|flat|flat||135|-124|54|178|61|3|UP||1690000000.0|1589000000.0|1717000000.0|1705000000.0||1478000000.0|1352000000.0|1472000000.0|1459000000.0||212790000.0|237790000.0|244560000.0|245450000.0||12.59|14.96|14.24|14.4||86530000.0|114900000.0|116090000.0|112670000.0||5.12|7.23|6.76|6.61||86530000.0|114900000.0|116090000.0|112670000.0||170170000.0|192490000.0|192000000.0|189520000.0||10.07|12.11|11.18|11.12||90790000.0|126020000.0|123490000.0|131740000.00000001||5.81|10.92|10.2|14.77||85520000.0|112260000.0|110900000.0|112290000.0||5.06|7.06|6.46|6.59||14.25|18.71|18.48|18.71||-2.86|31.27|-1.21|1.25||-4910000.0|-4870000.0|-5460000.0|-4960000.0||83640000.0|77590000.0|75920000.0|76840000.0||1802000000.0|1934000000.0|2034000000.0|2087000000.0||256980000.00000003|309220000.0|340340000.0|333140000.0||1545019999.99999997|1624780000.0|1693660000.0|1753860000.0||275940000.0|110630000.0|191710000.0|334190000.0||84120000.0|112060000.0|132199999.99999999|115950000.0|||||||448530000.0|310440000.0|371730000.0|535559999.99999994||257.54|270.81|282.22|292.37||199540000.0|69070000.0|141300000.0|262170000.00000003||135380000.0|-123680000.0|54150000.0|178260000.0||-64150000.00000001|-192750000.0|-87150000.0|-83910000.0||95250000.0|90920000.0|93030000.0|94350000.0||23990000.0|-121600000.0|-47470000.0|73190000.0||179930000.0|-165300000.0|81080000.0|142480000.0||-37860000.0|-38810000.0|-59870000.0|-50830000.0||18250000.0|-195570000.0|-340000.0|-68860000.0||8.01|-7.78|3.15|10.46||5.64|7.08|6.68|6.51||3.04|3.84|3.66|3.42||7.62|8.49|7.91|7.56||0.05|0.07|0.08|0.07||-0.29|-0.19|-0.22|-0.3
KK|0.2|7.22|1.19|13.85|30.07|3.6|17.67|14.6|2.58|5.6|0.61|7.0|1.5|18.05|82|64|9|155|15.17|5.00|-2.66|5.94|16.48|7.99|88.6|13.06|4.89|0.55|5.81|16.27|8.12|70.5|UP|UP|16|10|4|45|73|30|5|UP|1001000000|967870000.0|1068000000.0|1141000000.0|1296000000.0|869550000.00|847700000.0|937530000.0|989950000.0|1129000000.0|131920000.00|120170000.0|130310000.0|151040000.0|167260000.0|13.17|12.42|12.2|13.24|12.91|35880000.00|15060000.0|1900000.0|20000000.0|44340000.0|3.58|1.55|0.18|1.75|3.42|35880000.00|15060000.0|1900000.0|20000000.0|44340000.0|46410000.00|26280000.0|16260000.000000002|36500000.0|62220000.0|4.63|2.72|1.52|3.2|4.8|32730000.00|11110000.0|-4450000.0|13320000.0|41690000.0|19.22|19.63||21.67|19.78|26440000.00|8930000.0|-4470000.0|10430000.0|33439999.999999996|2.64|0.92|-0.42|0.91|2.58|110000.00|0.04|-0.02|0.04|0.14|80.99|-66.24|||220.59|-3150000.00|-3950000.0|-6350000.0|-6680000.0|-6170000.0|10530000.00|11230000.0|14360000.0|16500000.0|17890000.0|383560000.00|402440000.0|466510000.0|502610000.0|568500000.0|209240000.00|223800000.0|298370000.0|327050000.0|365530000.0|174320000.00|178640000.0|168140000.0|175560000.0|202970000.0|37750000.00|25330000.0|49470000.0|75290000.0|109140000.0|85430000.00|94070000.0|158150000.0|169520000.0|124790000.0|12820000.00|2380000.0|3530000.0|12220000.0|10440000.0|-47680000.00|-68740000.0|-108680000.0|-94230000.0|-15640000.0|0.72|0.74|0.7|0.73|0.84|25610000.00|28260000.0|36520000.0|60930000.0|81260000.0|16410000.00|9500000.0|3960000.0|45280000.0|72610000.0|-9200000.0|-18760000.0|-32560000.000000004|-15660000.0|-8650000.0|16800000.0|18620000.0|23280000.0|26400000.0|27070000.0|-22220000.00|-2260000.0|10290000.0|15530000.0|-44640000.0|2820000.00|-12420000.0|24140000.0|25820000.0|33860000.0|-13720000.00|-22170000.0|20090000.0|-13030000.0|-56720000.0|-9080000.00|-18510000.0|-32470000.0|-22080000.0|9320000.0|1.64|0.98|0.37|3.97|5.6|16.07|5.06|-2.58|6.07|17.67|5.98|2.39|0.27|2.58|5.17|13.86|5.16|0.73|5.73|14.56|0.49|0.53|0.94|0.97|0.62|0.27|0.39|0.65|0.54|0.08
JDF|1.0|11.23|1.23|8.91|10.84|5.75|11.21|12.71|11.8|14.36|0.0|7.0|11.11|55.44|62|73|19|154|16.48|1.78|6.05|10.58|10.95|9.17|54.1|6.89|2.17|4.74|8.60|11.65|6.81|47.6|UP|UP|63|45|56|103|105|74|5|UP|576920000.00|573180000.0|631350000.0|658360000.0|733450000.0|406810000.00|419550000.0|453560000.0|449230000.0|495060000.0|170110000.00|153620000.0|177790000.0|209130000.0|238380000.0|29.48|26.8|28.16|31.77|32.5|56110000.00|17260000.0|40460000.0|74240000.0|88840000.0|9.73|3.01|6.41|11.28|12.11|56110000.00|17260000.0|40460000.0|74240000.0|88840000.0|104340000.00|63510000.0|90070000.0|126180000.0|141970000.0|18.09|11.08|14.27|19.17|19.36|51330000.00|12570000.0|41580000.0|78850000.0|92720000.0|11.57|5.47|||6.65|45390000.00|11880000.0|42270000.0|79740000.0|86560000.0|7.87|2.07|6.69|12.11|11.8|120000.00|0.02|0.07|0.13|0.14|-20.65|-73.82|255.77|88.65|8.55|-12760000.00|-9400000.0|-4450000.0|-720000.0|-90000.0|48230000.00|46250000.0|49610000.0|51940000.0|53130000.0|862120000.00|884750000.0|847410000.0|860640000.0|925080000.0|586690000.00|215950000.0|148430000.0|106890000.0|134420000.0|275430000.00|668800000.0|698980000.0|753750000.0|790660000.0|57580000.00|50700000.0|72400000.0|63990000.0|80990000.0|502550000.00|132820000.0|56800000.0|490000.0|2360000.0|187830000.00|72670000.0|16020000.0|||-444500000.0|-31460000.0|16379999.999999998|94320000.0|150050000.0|0.61|1.11|1.16|1.26|1.32|108310000.00|78320000.0|75340000.0|129860000.00000001|121620000.0|62800000.0|44670000.0|55760000.0|103260000.0|105330000.0|-45510000.00|-33650000.0|-19580000.0|-26590000.0|-16300000.0|50410000.00|48640000.0|50400000.0|52460000.0|54180000.0|3450000.00|1960000.0|-24620000.0|-6760000.0|-27710000.0|21250000.00|-6880000.0|21700000.0|-8410000.0|17010000.0|-76330000.00|-2990000.0|-92810000.0|-81250000.0|-49190000.0|-10730000.00|-82200000.0|39160000.0|-57010000.0|-55430000.0|10.88|7.79|8.83|15.68|14.36|12.26|2.52|6.18|10.98|11.21|3.99|1.23|2.92|5.43|6.22|6.72|2.3|5.85|11.06|12.76|1.83|0.2|0.08|0.0|0.0|1.61|0.05|-0.02|-0.12|-0.19
CKP|18.9|6.78|0.44|14.75|25.37|7.65|9.02|2.44|26.15|44.98|0.75|5.0|3.79|24.84|87|53|13|153||6.42|3.76|3.35|6.46|5.00|29.0||2.84|3.40|4.42|4.22|3.72|17.1|UP|UP||3276|4045|4068|4785|4044|4|UP||11410000000.0|10919000000.0|10789000000.0|10638000000.0|||||||||||||||||1807000000.0|2195000000.0|2879000000.0|2857000000.0|||||||1807000000.0|2195000000.0|2879000000.0|2857000000.0||3836000000.0|4204000000.0|4886000000.0|4862000000.0||33.62|38.51|45.28|45.7||2893000000.0|2017000000.0|2325000000.0|3861000000.0||1.64|4.41|4.56|2.85||2436000000.0|1462000000.0|1345000000.0|2782000000.0||21.35|13.39|12.46|26.15||0.3|0.18|0.17|0.34||11.8|-39.98|-8.04|106.9||-1075000000.0|-1065000000.0|-1169000000.0|-1201000000.0||2029000000.0|2009000000.0|2007000000.0|2005000000.0||70056000000.0|68765000000.0|72265000000.0|76818000000.0||32116000000.0|29847000000.0|32132000000.0|33740000000.0||26550000000.0|27264000000.0|28057000000.0|30607000000.0||5914000000.0|5580000000.0|8528000000.0|9593000000.0||30535000000.0|28336000000.0|30590000000.0|32353000000.0||26799000000.0|23362000000.0|25004000000.0|26552000000.0||-23264000000.0|-21377000000.0|-22061000000.0|-22758000000.0||3.27|3.35|3.45|3.76||3320000000.0|4178000000.0|4276000000.0|4945000000.0||3276000000.0|4045000000.0|4068000000.0|4785000000.0||-43680000.0|-133110000.00000001|-208680000.0|-159760000.0||2069000000.0|2047000000.0|2007000000.0|2005000000.0||-76110000.0|500360000.0|-20020000.0|634400000.0||-1168000000.0|-333680000.0|2947000000.0|1065000000.0||-3016000000.0|-4180000000.0|-74480000.0|-710860000.0||-1471000000.0|-325420000.0|-1256000000.0|-3165000000.0||28.72|37.05|37.7|44.98||7.68|5.02|5.61|9.02||1.63|1.98|2.55|2.4|||||||0.81|0.73|0.76|0.75||0.61|0.55|0.55|0.53
